transaction_id,account_id,merchant_id,merchant_name,merchant_category,amount,payment_method,timestamp,transaction_status,hour_of_day,minutes_since_previous
TXN000823,ACC0151,M002,StyleHub,Fashion,2440,Card,2026-08-06 11:37:30,SUCCESS,11,5760.0
TXN000824,ACC0151,M001,TechKart,Electronics,3128,Card,2026-08-21 11:37:30,SUCCESS,11,21600.0
TXN000825,ACC0151,M001,TechKart,Electronics,4029,UPI,2026-09-17 11:37:30,SUCCESS,11,38880.0
TXN000826,ACC0151,M003,FreshMart,Grocery,464,UPI,2026-08-15 11:37:30,SUCCESS,11,-47520.0
TXN000827,ACC0151,M004,HomeNest,Furniture,5719,Card,2026-09-23 11:37:30,SUCCESS,11,56160.0
TXN000828,ACC0151,M005,FitFuel,Health,323,UPI,2026-09-11 11:37:30,SUCCESS,11,-17280.0
TXN000829,ACC0152,M004,HomeNest,Furniture,4661,Wallet,2026-06-12 11:37:30,SUCCESS,11,
TXN000830,ACC0152,M005,FitFuel,Health,829,UPI,2026-06-25 11:37:30,SUCCESS,11,18720.0
TXN000831,ACC0153,M003,FreshMart,Grocery,263,Card,2026-06-13 11:37:30,SUCCESS,11,
TXN000832,ACC0153,M005,FitFuel,Health,1862,UPI,2026-06-23 11:37:30,SUCCESS,11,14400.0
TXN000833,ACC0154,M004,HomeNest,Furniture,2730,UPI,2026-08-12 11:37:30,SUCCESS,11,
TXN000834,ACC0154,M002,StyleHub,Fashion,1991,Card,2026-08-17 11:37:30,SUCCESS,11,7200.0
TXN000835,ACC0154,M002,StyleHub,Fashion,893,UPI,2026-08-24 11:37:30,SUCCESS,11,10080.0
TXN000836,ACC0154,M004,HomeNest,Furniture,8028,NetBanking,2026-09-23 11:37:30,SUCCESS,11,43200.0
TXN000837,ACC0155,M002,StyleHub,Fashion,1870,Card,2026-06-08 11:37:30,SUCCESS,11,
TXN000838,ACC0155,M003,FreshMart,Grocery,1199,UPI,2026-06-23 11:37:30,SUCCESS,11,21600.0
TXN000839,ACC0155,M004,HomeNest,Furniture,5902,UPI,2026-06-26 11:37:30,SUCCESS,11,4320.0
TXN000840,ACC0155,M004,HomeNest,Furniture,2739,Card,2026-07-11 11:37:30,SUCCESS,11,21600.0
TXN000841,ACC0156,M002,StyleHub,Fashion,2178,Card,2026-07-18 11:37:30,SUCCESS,11,
TXN000842,ACC0156,M001,TechKart,Electronics,3599,Wallet,2026-07-21 11:37:30,SUCCESS,11,4320.0
TXN000843,ACC0156,M002,StyleHub,Fashion,1035,Wallet,2026-08-11 11:37:30,SUCCESS,11,30240.0
TXN000844,ACC0156,M005,FitFuel,Health,643,UPI,2026-08-17 11:37:30,SUCCESS,11,8640.0
TXN000845,ACC0156,M001,TechKart,Electronics,4712,UPI,2026-08-19 11:37:30,SUCCESS,11,2880.0
TXN000846,ACC0156,M003,FreshMart,Grocery,659,UPI,2026-08-07 11:37:30,SUCCESS,11,-17280.0
TXN000847,ACC0156,M005,FitFuel,Health,495,Card,2026-08-23 11:37:30,SUCCESS,11,23040.0
TXN000848,ACC0156,M005,FitFuel,Health,740,UPI,2026-08-01 11:37:30,SUCCESS,11,-31680.0
TXN000849,ACC0157,M005,FitFuel,Health,1337,UPI,2026-08-22 11:37:30,SUCCESS,11,
TXN000850,ACC0157,M001,TechKart,Electronics,4924,UPI,2026-09-02 11:37:30,SUCCESS,11,15840.0
TXN000851,ACC0157,M004,HomeNest,Furniture,3470,Card,2026-09-17 11:37:30,SUCCESS,11,21600.0
TXN000852,ACC0157,M004,HomeNest,Furniture,2370,UPI,2026-10-06 11:37:30,SUCCESS,11,27360.0
TXN000853,ACC0157,M003,FreshMart,Grocery,792,Card,2026-10-13 11:37:30,SUCCESS,11,10080.0
TXN000854,ACC0158,M005,FitFuel,Health,1385,UPI,2026-06-10 11:37:30,SUCCESS,11,
TXN000855,ACC0158,M002,StyleHub,Fashion,1264,UPI,2026-06-25 11:37:30,SUCCESS,11,21600.0
TXN000856,ACC0158,M005,FitFuel,Health,1362,NetBanking,2026-07-06 11:37:30,SUCCESS,11,15840.0
TXN000857,ACC0158,M004,HomeNest,Furniture,6377,UPI,2026-06-19 11:37:30,SUCCESS,11,-24480.0
TXN000858,ACC0158,M001,TechKart,Electronics,908,UPI,2026-07-12 11:37:30,SUCCESS,11,33120.0
TXN000859,ACC0159,M004,HomeNest,Furniture,9117,Card,2026-07-07 11:37:30,SUCCESS,11,
TXN000860,ACC0159,M005,FitFuel,Health,2293,UPI,2026-07-20 11:37:30,SUCCESS,11,18720.0
TXN000861,ACC0159,M005,FitFuel,Health,1777,Card,2026-08-06 11:37:30,SUCCESS,11,24480.0
TXN000862,ACC0159,M004,HomeNest,Furniture,8591,UPI,2026-08-15 11:37:30,SUCCESS,11,12960.0
TXN000863,ACC0159,M002,StyleHub,Fashion,456,UPI,2026-07-23 11:37:30,SUCCESS,11,-33120.0
TXN000864,ACC0160,M002,StyleHub,Fashion,509,UPI,2026-09-01 11:37:30,SUCCESS,11,
TXN000865,ACC0160,M002,StyleHub,Fashion,1390,UPI,2026-09-13 11:37:30,SUCCESS,11,17280.0
TXN000866,ACC0160,M005,FitFuel,Health,1081,UPI,2026-09-25 11:37:30,SUCCESS,11,17280.0
TXN000867,ACC0160,M004,HomeNest,Furniture,3213,UPI,2026-10-13 11:37:30,SUCCESS,11,25920.0
TXN000868,ACC0160,M001,TechKart,Electronics,2160,Wallet,2026-09-09 11:37:30,SUCCESS,11,-48960.0
TXN000869,ACC0160,M004,HomeNest,Furniture,9895,UPI,2026-11-05 11:37:30,SUCCESS,11,82080.0
TXN000870,ACC0160,M004,HomeNest,Furniture,6794,UPI,2026-09-13 11:37:30,SUCCESS,11,-76320.0
TXN000871,ACC0160,M005,FitFuel,Health,1904,UPI,2026-10-13 11:37:30,SUCCESS,11,43200.0
TXN000872,ACC0161,M004,HomeNest,Furniture,5405,NetBanking,2026-08-21 11:37:30,SUCCESS,11,
TXN000873,ACC0161,M005,FitFuel,Health,1491,UPI,2026-09-03 11:37:30,SUCCESS,11,18720.0
TXN000874,ACC0162,M005,FitFuel,Health,2298,UPI,2026-07-03 11:37:30,SUCCESS,11,
TXN000875,ACC0162,M005,FitFuel,Health,377,UPI,2026-07-05 11:37:30,SUCCESS,11,2880.0
TXN000876,ACC0162,M005,FitFuel,Health,560,UPI,2026-07-17 11:37:30,SUCCESS,11,17280.0
TXN000877,ACC0162,M004,HomeNest,Furniture,9283,UPI,2026-08-08 11:37:30,SUCCESS,11,31680.0
TXN000878,ACC0162,M005,FitFuel,Health,1720,UPI,2026-08-08 11:37:30,SUCCESS,11,0.0
TXN000879,ACC0163,M003,FreshMart,Grocery,543,UPI,2026-09-01 11:37:30,SUCCESS,11,
TXN000880,ACC0163,M002,StyleHub,Fashion,2479,UPI,2026-09-10 11:37:30,SUCCESS,11,12960.0
TXN000881,ACC0163,M003,FreshMart,Grocery,1383,NetBanking,2026-09-25 11:37:30,SUCCESS,11,21600.0
TXN000882,ACC0163,M004,HomeNest,Furniture,3074,NetBanking,2026-10-10 11:37:30,SUCCESS,11,21600.0
TXN000883,ACC0163,M004,HomeNest,Furniture,9862,UPI,2026-10-23 11:37:30,SUCCESS,11,18720.0
TXN000884,ACC0164,M003,FreshMart,Grocery,1117,Card,2026-06-12 11:37:30,SUCCESS,11,
TXN000885,ACC0164,M002,StyleHub,Fashion,1248,UPI,2026-06-27 11:37:30,SUCCESS,11,21600.0
TXN000886,ACC0164,M001,TechKart,Electronics,4755,UPI,2026-07-08 11:37:30,SUCCESS,11,15840.0
TXN000887,ACC0164,M002,StyleHub,Fashion,2415,UPI,2026-06-27 11:37:30,SUCCESS,11,-15840.0
TXN000888,ACC0164,M004,HomeNest,Furniture,4487,UPI,2026-07-14 11:37:30,SUCCESS,11,24480.0
TXN000889,ACC0164,M001,TechKart,Electronics,948,UPI,2026-08-01 11:37:30,SUCCESS,11,25920.0
TXN000890,ACC0164,M003,FreshMart,Grocery,474,UPI,2026-07-18 11:37:30,SUCCESS,11,-20160.0
TXN000891,ACC0165,M001,TechKart,Electronics,3566,UPI,2026-07-01 11:37:30,SUCCESS,11,
TXN000892,ACC0165,M002,StyleHub,Fashion,894,Card,2026-07-12 11:37:30,SUCCESS,11,15840.0
TXN000893,ACC0165,M003,FreshMart,Grocery,846,Card,2026-07-19 11:37:30,SUCCESS,11,10080.0
TXN000894,ACC0165,M001,TechKart,Electronics,2991,NetBanking,2026-08-12 11:37:30,SUCCESS,11,34560.0
TXN000895,ACC0165,M005,FitFuel,Health,726,Card,2026-08-30 11:37:30,SUCCESS,11,25920.0
TXN000896,ACC0165,M004,HomeNest,Furniture,9886,NetBanking,2026-08-15 11:37:30,SUCCESS,11,-21600.0
TXN000897,ACC0165,M001,TechKart,Electronics,1634,NetBanking,2026-07-19 11:37:30,SUCCESS,11,-38880.0
TXN000898,ACC0165,M005,FitFuel,Health,731,UPI,2026-07-15 11:37:30,SUCCESS,11,-5760.0
TXN000899,ACC0166,M002,StyleHub,Fashion,1596,Card,2026-08-08 11:37:30,SUCCESS,11,
TXN000900,ACC0166,M005,FitFuel,Health,2341,Card,2026-08-22 11:37:30,SUCCESS,11,20160.0
TXN000901,ACC0167,M003,FreshMart,Grocery,835,NetBanking,2026-08-15 11:37:30,SUCCESS,11,
TXN000902,ACC0167,M002,StyleHub,Fashion,2198,Wallet,2026-08-18 11:37:30,SUCCESS,11,4320.0
TXN000903,ACC0168,M004,HomeNest,Furniture,4796,UPI,2026-09-03 11:37:30,SUCCESS,11,
TXN000904,ACC0168,M001,TechKart,Electronics,2979,UPI,2026-09-07 11:37:30,SUCCESS,11,5760.0
TXN000905,ACC0168,M004,HomeNest,Furniture,4954,Card,2026-10-01 11:37:30,SUCCESS,11,34560.0
TXN000906,ACC0168,M002,StyleHub,Fashion,2127,Card,2026-09-18 11:37:30,SUCCESS,11,-18720.0
TXN000907,ACC0168,M004,HomeNest,Furniture,5386,Wallet,2026-09-19 11:37:30,SUCCESS,11,1440.0
TXN000908,ACC0168,M005,FitFuel,Health,1781,Wallet,2026-10-18 11:37:30,SUCCESS,11,41760.0
TXN000909,ACC0168,M002,StyleHub,Fashion,440,Card,2026-10-27 11:37:30,SUCCESS,11,12960.0
TXN000910,ACC0168,M001,TechKart,Electronics,1494,UPI,2026-11-12 11:37:30,SUCCESS,11,23040.0
TXN000911,ACC0169,M001,TechKart,Electronics,4021,Card,2026-08-13 11:37:30,SUCCESS,11,
TXN000912,ACC0169,M002,StyleHub,Fashion,636,Wallet,2026-08-25 11:37:30,SUCCESS,11,17280.0
TXN000913,ACC0169,M005,FitFuel,Health,1511,UPI,2026-09-08 11:37:30,SUCCESS,11,20160.0
TXN000914,ACC0169,M005,FitFuel,Health,1546,Card,2026-09-18 11:37:30,SUCCESS,11,14400.0
TXN000915,ACC0169,M003,FreshMart,Grocery,166,NetBanking,2026-09-10 11:37:30,SUCCESS,11,-11520.0
TXN000916,ACC0170,M004,HomeNest,Furniture,5655,Card,2026-06-17 11:37:30,SUCCESS,11,
TXN000917,ACC0170,M005,FitFuel,Health,2111,Card,2026-06-27 11:37:30,SUCCESS,11,14400.0
TXN000918,ACC0170,M004,HomeNest,Furniture,8352,UPI,2026-07-15 11:37:30,SUCCESS,11,25920.0
TXN000919,ACC0170,M001,TechKart,Electronics,1102,UPI,2026-07-05 11:37:30,SUCCESS,11,-14400.0
TXN000920,ACC0170,M002,StyleHub,Fashion,1562,UPI,2026-07-19 11:37:30,SUCCESS,11,20160.0
TXN000921,ACC0170,M005,FitFuel,Health,1578,UPI,2026-08-06 11:37:30,SUCCESS,11,25920.0
TXN000922,ACC0171,M001,TechKart,Electronics,1028,NetBanking,2026-06-14 11:37:30,SUCCESS,11,
TXN000923,ACC0171,M005,FitFuel,Health,1359,UPI,2026-06-24 11:37:30,SUCCESS,11,14400.0
TXN000924,ACC0171,M003,FreshMart,Grocery,1015,Wallet,2026-07-12 11:37:30,SUCCESS,11,25920.0
TXN000925,ACC0171,M001,TechKart,Electronics,3855,UPI,2026-06-23 11:37:30,SUCCESS,11,-27360.0
TXN000926,ACC0171,M003,FreshMart,Grocery,403,UPI,2026-07-24 11:37:30,SUCCESS,11,44640.0
TXN000927,ACC0171,M001,TechKart,Electronics,4476,UPI,2026-08-13 11:37:30,SUCCESS,11,28800.0
TXN000928,ACC0171,M001,TechKart,Electronics,4512,UPI,2026-08-31 11:37:30,SUCCESS,11,25920.0
TXN000929,ACC0171,M005,FitFuel,Health,2484,NetBanking,2026-07-19 11:37:30,SUCCESS,11,-61920.0
TXN000930,ACC0172,M003,FreshMart,Grocery,1323,Card,2026-07-21 11:37:30,SUCCESS,11,
TXN000931,ACC0172,M004,HomeNest,Furniture,6257,Card,2026-08-03 11:37:30,SUCCESS,11,18720.0
TXN000932,ACC0172,M003,FreshMart,Grocery,1207,Card,2026-07-27 11:37:30,SUCCESS,11,-10080.0
TXN000933,ACC0173,M001,TechKart,Electronics,2000,Card,2026-07-19 11:37:30,SUCCESS,11,
TXN000934,ACC0173,M004,HomeNest,Furniture,2671,UPI,2026-08-03 11:37:30,SUCCESS,11,21600.0
TXN000935,ACC0173,M002,StyleHub,Fashion,2350,UPI,2026-08-04 11:37:30,SUCCESS,11,1440.0
TXN000936,ACC0173,M003,FreshMart,Grocery,1227,UPI,2026-07-28 11:37:30,SUCCESS,11,-10080.0
TXN000937,ACC0173,M005,FitFuel,Health,1917,NetBanking,2026-08-28 11:37:30,SUCCESS,11,44640.0
TXN000938,ACC0173,M004,HomeNest,Furniture,7213,UPI,2026-09-12 11:37:30,SUCCESS,11,21600.0
TXN000939,ACC0173,M004,HomeNest,Furniture,7994,Wallet,2026-09-11 11:37:30,SUCCESS,11,-1440.0
TXN000940,ACC0173,M002,StyleHub,Fashion,991,UPI,2026-11-01 11:37:30,SUCCESS,11,73440.0
TXN000941,ACC0174,M005,FitFuel,Health,2467,UPI,2026-07-07 11:37:30,SUCCESS,11,
TXN000942,ACC0174,M004,HomeNest,Furniture,5877,UPI,2026-07-12 11:37:30,SUCCESS,11,7200.0
TXN000943,ACC0174,M005,FitFuel,Health,1812,Wallet,2026-07-15 11:37:30,SUCCESS,11,4320.0
TXN000944,ACC0174,M005,FitFuel,Health,1973,UPI,2026-07-16 11:37:30,SUCCESS,11,1440.0
TXN000945,ACC0174,M005,FitFuel,Health,1486,UPI,2026-08-04 11:37:30,SUCCESS,11,27360.0
TXN000946,ACC0175,M003,FreshMart,Grocery,916,UPI,2026-08-19 11:37:30,SUCCESS,11,
TXN000947,ACC0175,M001,TechKart,Electronics,1970,UPI,2026-08-28 11:37:30,SUCCESS,11,12960.0
TXN000948,ACC0175,M004,HomeNest,Furniture,2398,Wallet,2026-09-10 11:37:30,SUCCESS,11,18720.0
TXN000949,ACC0176,M002,StyleHub,Fashion,2402,UPI,2026-07-29 11:37:30,SUCCESS,11,
TXN000950,ACC0176,M003,FreshMart,Grocery,288,NetBanking,2026-08-08 11:37:30,SUCCESS,11,14400.0
TXN000951,ACC0176,M004,HomeNest,Furniture,6694,UPI,2026-08-14 11:37:30,SUCCESS,11,8640.0
TXN000952,ACC0176,M003,FreshMart,Grocery,922,UPI,2026-08-25 11:37:30,SUCCESS,11,15840.0
TXN000953,ACC0177,M002,StyleHub,Fashion,2467,Card,2026-06-18 11:37:30,SUCCESS,11,
TXN000954,ACC0177,M004,HomeNest,Furniture,7465,UPI,2026-07-02 11:37:30,SUCCESS,11,20160.0
TXN000955,ACC0177,M003,FreshMart,Grocery,332,Card,2026-07-18 11:37:30,SUCCESS,11,23040.0
TXN000956,ACC0177,M005,FitFuel,Health,1977,UPI,2026-07-24 11:37:30,SUCCESS,11,8640.0
TXN000957,ACC0177,M003,FreshMart,Grocery,1257,UPI,2026-07-20 11:37:30,SUCCESS,11,-5760.0
TXN000958,ACC0177,M004,HomeNest,Furniture,8028,UPI,2026-08-17 11:37:30,SUCCESS,11,40320.0
TXN000959,ACC0177,M002,StyleHub,Fashion,501,Card,2026-07-06 11:37:30,SUCCESS,11,-60480.0
TXN000960,ACC0178,M001,TechKart,Electronics,1497,UPI,2026-07-26 11:37:30,SUCCESS,11,
TXN000961,ACC0178,M005,FitFuel,Health,516,Wallet,2026-08-06 11:37:30,SUCCESS,11,15840.0
TXN000962,ACC0178,M002,StyleHub,Fashion,2349,UPI,2026-08-15 11:37:30,SUCCESS,11,12960.0
TXN000963,ACC0178,M001,TechKart,Electronics,2272,Wallet,2026-08-01 11:37:30,SUCCESS,11,-20160.0
TXN000964,ACC0178,M002,StyleHub,Fashion,1404,NetBanking,2026-08-19 11:37:30,SUCCESS,11,25920.0
TXN000965,ACC0178,M005,FitFuel,Health,2119,UPI,2026-10-09 11:37:30,SUCCESS,11,73440.0
TXN000966,ACC0178,M005,FitFuel,Health,1612,UPI,2026-09-24 11:37:30,SUCCESS,11,-21600.0
TXN000967,ACC0178,M004,HomeNest,Furniture,9061,Wallet,2026-08-09 11:37:30,SUCCESS,11,-66240.0
TXN000968,ACC0179,M004,HomeNest,Furniture,2197,NetBanking,2026-07-10 11:37:30,SUCCESS,11,
TXN000969,ACC0179,M004,HomeNest,Furniture,4106,UPI,2026-07-17 11:37:30,SUCCESS,11,10080.0
TXN000970,ACC0179,M005,FitFuel,Health,988,UPI,2026-07-16 11:37:30,SUCCESS,11,-1440.0
TXN000971,ACC0179,M003,FreshMart,Grocery,333,UPI,2026-07-22 11:37:30,SUCCESS,11,8640.0
TXN000972,ACC0180,M001,TechKart,Electronics,3464,UPI,2026-06-09 11:37:30,SUCCESS,11,
TXN000973,ACC0180,M001,TechKart,Electronics,3241,UPI,2026-06-22 11:37:30,SUCCESS,11,18720.0
TXN000974,ACC0180,M002,StyleHub,Fashion,2090,NetBanking,2026-06-23 11:37:30,SUCCESS,11,1440.0
TXN000975,ACC0180,M004,HomeNest,Furniture,9713,NetBanking,2026-06-27 11:37:30,SUCCESS,11,5760.0
TXN000976,ACC0180,M001,TechKart,Electronics,2459,UPI,2026-06-21 11:37:30,SUCCESS,11,-8640.0
TXN000977,ACC0181,M004,HomeNest,Furniture,6166,Card,2026-06-20 11:37:30,SUCCESS,11,
TXN000978,ACC0181,M001,TechKart,Electronics,3006,UPI,2026-06-28 11:37:30,SUCCESS,11,11520.0
TXN000979,ACC0181,M005,FitFuel,Health,1967,UPI,2026-07-08 11:37:30,SUCCESS,11,14400.0
TXN000980,ACC0181,M004,HomeNest,Furniture,7189,UPI,2026-06-26 11:37:30,SUCCESS,11,-17280.0
TXN000981,ACC0181,M003,FreshMart,Grocery,1284,Wallet,2026-06-28 11:37:30,SUCCESS,11,2880.0
TXN000982,ACC0181,M001,TechKart,Electronics,2817,Card,2026-08-19 11:37:30,SUCCESS,11,74880.0
TXN000983,ACC0182,M005,FitFuel,Health,1966,UPI,2026-08-18 11:37:30,SUCCESS,11,
TXN000984,ACC0182,M005,FitFuel,Health,1133,Card,2026-09-02 11:37:30,SUCCESS,11,21600.0
TXN000985,ACC0182,M003,FreshMart,Grocery,1256,Wallet,2026-08-26 11:37:30,SUCCESS,11,-10080.0
TXN000986,ACC0182,M002,StyleHub,Fashion,2135,Wallet,2026-09-29 11:37:30,SUCCESS,11,48960.0
TXN000987,ACC0182,M004,HomeNest,Furniture,2342,UPI,2026-09-27 11:37:30,SUCCESS,11,-2880.0
TXN000988,ACC0182,M005,FitFuel,Health,1484,Card,2026-10-02 11:37:30,SUCCESS,11,7200.0
TXN000989,ACC0182,M001,TechKart,Electronics,1292,Wallet,2026-09-11 11:37:30,SUCCESS,11,-30240.0
TXN000990,ACC0183,M003,FreshMart,Grocery,928,Wallet,2026-07-31 11:37:30,SUCCESS,11,
TXN000991,ACC0183,M002,StyleHub,Fashion,2490,UPI,2026-08-15 11:37:30,SUCCESS,11,21600.0
TXN000992,ACC0183,M005,FitFuel,Health,586,UPI,2026-08-08 11:37:30,SUCCESS,11,-10080.0
TXN000993,ACC0183,M001,TechKart,Electronics,1944,Card,2026-08-24 11:37:30,SUCCESS,11,23040.0
TXN000994,ACC0183,M004,HomeNest,Furniture,3727,Card,2026-08-24 11:37:30,SUCCESS,11,0.0
TXN000995,ACC0184,M003,FreshMart,Grocery,1450,UPI,2026-07-25 11:37:30,SUCCESS,11,
TXN000996,ACC0184,M004,HomeNest,Furniture,4236,UPI,2026-08-08 11:37:30,SUCCESS,11,20160.0
TXN000997,ACC0184,M003,FreshMart,Grocery,581,UPI,2026-08-08 11:37:30,SUCCESS,11,0.0
TXN000998,ACC0184,M003,FreshMart,Grocery,182,Wallet,2026-08-27 11:37:30,SUCCESS,11,27360.0
TXN000999,ACC0184,M001,TechKart,Electronics,4703,UPI,2026-08-10 11:37:30,SUCCESS,11,-24480.0
TXN001000,ACC0184,M002,StyleHub,Fashion,2092,Card,2026-08-04 11:37:30,SUCCESS,11,-8640.0
TXN001001,ACC0184,M004,HomeNest,Furniture,8246,UPI,2026-10-11 11:37:30,SUCCESS,11,97920.0
TXN001002,ACC0184,M001,TechKart,Electronics,1053,NetBanking,2026-08-15 11:37:30,SUCCESS,11,-82080.0
TXN001003,ACC0185,M001,TechKart,Electronics,3691,Wallet,2026-06-10 11:37:30,SUCCESS,11,
TXN001004,ACC0185,M005,FitFuel,Health,1766,UPI,2026-06-18 11:37:30,SUCCESS,11,11520.0
TXN001005,ACC0185,M001,TechKart,Electronics,1822,UPI,2026-07-10 11:37:30,SUCCESS,11,31680.0
TXN001006,ACC0185,M004,HomeNest,Furniture,2076,UPI,2026-06-25 11:37:30,SUCCESS,11,-21600.0
TXN001007,ACC0185,M003,FreshMart,Grocery,882,UPI,2026-06-18 11:37:30,SUCCESS,11,-10080.0
TXN001008,ACC0185,M005,FitFuel,Health,1541,NetBanking,2026-08-24 11:37:30,SUCCESS,11,96480.0
TXN001009,ACC0185,M002,StyleHub,Fashion,2422,Wallet,2026-07-10 11:37:30,SUCCESS,11,-64800.0
TXN001010,ACC0185,M003,FreshMart,Grocery,1159,Wallet,2026-06-24 11:37:30,SUCCESS,11,-23040.0
TXN001011,ACC0186,M001,TechKart,Electronics,2406,Wallet,2026-06-18 11:37:30,SUCCESS,11,
TXN001012,ACC0186,M004,HomeNest,Furniture,2908,NetBanking,2026-06-30 11:37:30,SUCCESS,11,17280.0
TXN001013,ACC0186,M005,FitFuel,Health,2323,UPI,2026-07-10 11:37:30,SUCCESS,11,14400.0
TXN001014,ACC0186,M005,FitFuel,Health,1018,UPI,2026-07-03 11:37:30,SUCCESS,11,-10080.0
TXN001015,ACC0186,M001,TechKart,Electronics,1843,UPI,2026-07-04 11:37:30,SUCCESS,11,1440.0
TXN001016,ACC0186,M002,StyleHub,Fashion,1523,UPI,2026-08-12 11:37:30,SUCCESS,11,56160.0
TXN001017,ACC0186,M001,TechKart,Electronics,2871,Card,2026-08-29 11:37:30,SUCCESS,11,24480.0
TXN001018,ACC0187,M001,TechKart,Electronics,3446,UPI,2026-09-03 11:37:30,SUCCESS,11,
TXN001019,ACC0187,M003,FreshMart,Grocery,399,Card,2026-09-11 11:37:30,SUCCESS,11,11520.0
TXN001020,ACC0187,M004,HomeNest,Furniture,4961,UPI,2026-09-21 11:37:30,SUCCESS,11,14400.0
TXN001021,ACC0187,M002,StyleHub,Fashion,592,UPI,2026-09-09 11:37:30,SUCCESS,11,-17280.0
TXN001022,ACC0187,M005,FitFuel,Health,2138,UPI,2026-10-05 11:37:30,SUCCESS,11,37440.0
TXN001023,ACC0188,M001,TechKart,Electronics,1007,Wallet,2026-08-10 11:37:30,SUCCESS,11,
TXN001024,ACC0188,M004,HomeNest,Furniture,9846,UPI,2026-08-15 11:37:30,SUCCESS,11,7200.0
TXN001025,ACC0188,M002,StyleHub,Fashion,1073,UPI,2026-08-20 11:37:30,SUCCESS,11,7200.0
TXN001026,ACC0188,M001,TechKart,Electronics,1028,UPI,2026-08-19 11:37:30,SUCCESS,11,-1440.0
TXN001027,ACC0188,M001,TechKart,Electronics,3538,NetBanking,2026-10-05 11:37:30,SUCCESS,11,67680.0
TXN001028,ACC0189,M002,StyleHub,Fashion,1795,NetBanking,2026-08-21 11:37:30,SUCCESS,11,
TXN001029,ACC0189,M003,FreshMart,Grocery,1214,Card,2026-09-05 11:37:30,SUCCESS,11,21600.0
TXN001030,ACC0189,M005,FitFuel,Health,2096,Card,2026-08-27 11:37:30,SUCCESS,11,-12960.0
TXN001031,ACC0190,M001,TechKart,Electronics,1500,Wallet,2026-07-08 11:37:30,SUCCESS,11,
TXN001032,ACC0190,M004,HomeNest,Furniture,4566,NetBanking,2026-07-10 11:37:30,SUCCESS,11,2880.0
TXN001033,ACC0190,M001,TechKart,Electronics,1844,UPI,2026-08-03 11:37:30,SUCCESS,11,34560.0
TXN001034,ACC0190,M004,HomeNest,Furniture,2448,UPI,2026-08-19 11:37:30,SUCCESS,11,23040.0
TXN001035,ACC0190,M004,HomeNest,Furniture,2538,UPI,2026-08-25 11:37:30,SUCCESS,11,8640.0
TXN001036,ACC0190,M005,FitFuel,Health,513,UPI,2026-07-18 11:37:30,SUCCESS,11,-54720.0
TXN001037,ACC0190,M004,HomeNest,Furniture,2785,Card,2026-08-25 11:37:30,SUCCESS,11,54720.0
TXN001038,ACC0191,M005,FitFuel,Health,343,UPI,2026-08-05 11:37:30,SUCCESS,11,
TXN001039,ACC0191,M004,HomeNest,Furniture,9208,Card,2026-08-14 11:37:30,SUCCESS,11,12960.0
TXN001040,ACC0191,M003,FreshMart,Grocery,1483,Wallet,2026-08-11 11:37:30,SUCCESS,11,-4320.0
TXN001041,ACC0191,M001,TechKart,Electronics,4519,UPI,2026-09-16 11:37:30,SUCCESS,11,51840.0
TXN001042,ACC0191,M002,StyleHub,Fashion,842,UPI,2026-09-18 11:37:30,SUCCESS,11,2880.0
TXN001043,ACC0192,M002,StyleHub,Fashion,916,Card,2026-08-26 11:37:30,SUCCESS,11,
TXN001044,ACC0192,M003,FreshMart,Grocery,1012,UPI,2026-09-01 11:37:30,SUCCESS,11,8640.0
TXN001045,ACC0192,M004,HomeNest,Furniture,3523,UPI,2026-09-17 11:37:30,SUCCESS,11,23040.0
TXN001046,ACC0192,M001,TechKart,Electronics,1295,UPI,2026-10-07 11:37:30,SUCCESS,11,28800.0
TXN001047,ACC0192,M004,HomeNest,Furniture,6203,Wallet,2026-10-09 11:37:30,SUCCESS,11,2880.0
TXN001048,ACC0192,M003,FreshMart,Grocery,787,Card,2026-11-04 11:37:30,SUCCESS,11,37440.0
TXN001049,ACC0193,M004,HomeNest,Furniture,4528,Card,2026-08-16 11:37:30,SUCCESS,11,
TXN001050,ACC0193,M003,FreshMart,Grocery,166,UPI,2026-08-22 11:37:30,SUCCESS,11,8640.0
TXN001051,ACC0193,M002,StyleHub,Fashion,634,UPI,2026-09-09 11:37:30,SUCCESS,11,25920.0
TXN001052,ACC0193,M005,FitFuel,Health,523,UPI,2026-09-30 11:37:30,SUCCESS,11,30240.0
TXN001053,ACC0193,M002,StyleHub,Fashion,1224,Card,2026-09-05 11:37:30,SUCCESS,11,-36000.0
TXN001054,ACC0193,M002,StyleHub,Fashion,2348,Card,2026-09-20 11:37:30,SUCCESS,11,21600.0
TXN001055,ACC0194,M003,FreshMart,Grocery,1334,Card,2026-06-19 11:37:30,SUCCESS,11,
TXN001056,ACC0194,M005,FitFuel,Health,1527,UPI,2026-06-26 11:37:30,SUCCESS,11,10080.0
TXN001057,ACC0194,M001,TechKart,Electronics,4521,NetBanking,2026-06-27 11:37:30,SUCCESS,11,1440.0
TXN001058,ACC0194,M004,HomeNest,Furniture,3797,Wallet,2026-06-25 11:37:30,SUCCESS,11,-2880.0
TXN001059,ACC0194,M002,StyleHub,Fashion,1343,UPI,2026-08-06 11:37:30,SUCCESS,11,60480.0
